46,inferred_FRBR-EXT1,is a transformation of expression supplements referential successor to revision independent part has dependent an abridgement referentially related translation arrangement summary imitation Expression complements autonomously adaptation,[is a transformation of expression [P]] [supplements expression [P]] [is a referential successor to expression [P]] [is a revision of expression [P]] [is independent part of expression [P]] [has independent part expression [P]] [has dependent part expression [P]] [is dependent part of expression [P]] [has part expression [P]] [is an abridgement of expression [P]] [is referentially related to expression [P]] [is a translation of expression [P]] [is an arrangement of expression [P]] [is a summary of expression [P]] [is an imitation of expression [P]] [is part of expression [P]] [Expression [C]] [referentially complements expression [P]] [is autonomously related to expression [P]] [is an adaptation of expression [P]] [is a successor to expression [P]] [is related to expression [P]] [complements expression [P]] [referentially supplements expression [P]] 
47,inferred_FRBR-EXT4,Item has part item is a reconfiguration of reproduction related to,[Item [C]] [has part item [P]] [is a reconfiguration of item [P]] [is part of item [P]] [is a reproduction of item [P]] [is related to item [P]] 
48,inferred_FRBR-EXT5,Manifestation is related to manifestation part of has,[Manifestation [C]] [is related to manifestation [P]] [is part of manifestation [P]] [has part manifestation [P]] 
49,inferred_FRBR-EXT3,is a sucessor to work complements an alternative manifestation Endeavour transformation of referentially Work reproduction supplements related imitation,[is a sucessor to work [P]] [complements work [P]] [is an alternative manifestation to [P]] [Endeavour [C]] [is a transformation of work [P]] [referentially complements work [P]] [Work [C]] [is a reproduction of manifestation [P]] [supplements work [P]] [related Endeavour [P]] [is an imitation of work [P]] 
50,inferred_FRBR-EXT2,is a summary of work dependent part has autonomously related to referentially supplements independent adaption referential successor Work,[is a summary of work [P]] [is dependent part of work [P]] [has dependent part work [P]] [is autonomously related to work [P]] [referentially supplements work [P]] [is independent part of work [P]] [is adaption of work [P]] [is a referential successor to work [P]] [Work [C]] [is part of work [P]] [has part work [P]] [has independent part work [P]] 
51,inferred_VIAF5,Name Authority Cluster X Ref4xx xref4xx In has Xref4xx,[Name Authority Cluster [C]] [X Ref4xx [C]] [xref4xx In [P]] [has Xref4xx [P]] 
52,inferred_VIAF1,abbreviation Authority Agency,[abbreviation [P]] [Authority Agency [C]] 
53,inferred_VIAF4,Established Heading Name Authority Cluster has Form established In,[Established Heading [C]] [Name Authority Cluster [C]] [has Established Form [P]] [established In [P]] 
54,inferred_VIAF2,name Authority Agency,[name [P]] [Authority Agency [C]] 
55,inferred_VIAF7,X Ref5xx Name Authority Cluster xref5xx In has Xref5xx,[X Ref5xx [C]] [Name Authority Cluster [C]] [xref5xx In [P]] [has Xref5xx [P]] 
56,inferred_VIAF3,Authority Agency originates In Heading,[Authority Agency [C]] [originates In [P]] [Heading [C]] 
57,inferred_VIAF6,Name Authority Cluster was Created By clusters Agency,[Name Authority Cluster [C]] [was Created By [P]] [clusters [P]] [Name Authority [C]] [Authority Agency [C]] 
58,inferred_OCSA5,Accessibility Admission Admitted users,[Accessibility [P]] [Admission [C]] [Admitted users [P]] 
59,inferred_OCSA1,Automation Availability Condition of use,[Automation [P]] [Availability [P]] [Condition of use [C]] 
60,inferred_OCSA4,Service Is available for,[Service [C]] [Is available for [P]] 
61,inferred_OCSA2,Free admission Admission,[Free admission [P]] [Admission [C]] 
62,inferred_OCSA7,Duration Condition of use,[Duration [P]] [Condition of use [C]] 
63,inferred_OCSA3,Equipment Service By means of,[Equipment [C]] [Service [C]] [By means of [P]] 
64,inferred_OCSA6,Has staff member Staff,[Has staff member [P]] [Staff [C]] [Staff member [C]] 
65,MODS21,MODS - A Resource Subject Temporal,[MODS - A  MODS Resource [C]] [Subject - Temporal [P]]  
66,MODS5,MODS - A Resource subject Role (unbound),[MODS - A  MODS Resource [C]] [subject [P]] [Role (unbound) [P]] 
67,MODS15,Location - URL Physical Shelf Locator MODS Copy A Resource,[Location - URL [P]] [Location - Physical Location [P]] [Location - Shelf Locator [P]] [MODS - Location [C]] [Location - Copy [P]] [Location [P]] [MODS - A  MODS Resource [C]] [MODS - Location - Copy [C]] 
68,MODS10,Identifier Group - Type identifier Value MODS Typed A Resource,[Identifier Group - Type [P]] [identifier Value [P]] [MODS - Identifier - Typed [C]] [identifier Group [P]] [identifier Group Value [P]] [MODS - A  MODS Resource [C]] 
69,MODS20,MODS - A Resource Complex Subject,[MODS - A  MODS Resource [C]]  [Subject - Complex [P]] 
70,MODS4,place Of Origin Geographic Subject - Code MODS A Resource,[place Of Origin [P]]  [Subject - Geographic Code  [P]] [MODS - A  MODS Resource [C]] [Subject - Geographic  [P]] 
71,MODS14,part Order Part,[part Order [P]] [Part [C]] 
72,MODS1,Related item - Series Referenced By Preceding Instantiation Review Statement of Responsibility Edition MODS Cartographic Information media Type note Item Original Host Suceeding issuance Cartographics frequency Physical Extent Other Format Constituent Reference A Resource Version,[Related item - Series [P]] [Related item - Referenced By [P]] [Related item - Preceding [P]] [Related item - Instantiation [P]] [Related item - Review [P]] [Statement of Responsibility [P]] [Edition [P]] [MODS - Cartographic Information [C]] [media Type [P]] [note [P]] [Related Item [P]] [Related item - Original [P]] [Related item - Host [P]] [Related item - Suceeding [P]] [issuance [P]] [Cartographics  [P]] [frequency [P]] [Physical Extent [P]] [Related item - Other Format [P]] [Related item - Constituent [P]] [Related item - Reference [P]] [MODS - A  MODS Resource [C]] [Related Item - Other Version [P]] 
73,MODS11,Cartographics - Scale Projection MODS Cartographic Information Coordinates,[Cartographics - Scale [P]] [Cartographics - Projection [P]] [MODS - Cartographic Information [C]] [Cartographics - Coordinates [P]] 
74,MODS23,Topic MODS - A Resource Subject, [MODS - A  MODS Resource [C]] [Subject - Topic [P]] 
75,MODS7,MODS - Location Copy -- Sublocation Enumeration And Chronology Shelf Locator Supplement Index Form Note Basic Electronic,[MODS - Location - Copy [C]] [Location - Copy -- Sublocation [P]] [Location - Copy  - Enumeration And Chronology [P]] [Location - Copy -- Shelf Locator [P]] [Location - Copy  - Enumeration And Chronology -- Supplement [P]] [Location - Copy  - Enumeration And Chronology -- Index [P]] [Location - Copy -- Form [P]] [Location - Copy -- Note [P]] [Location - Copy  - Enumeration And Chronology -- Basic [P]] [Location - Copy -- Electronic Locator [P]] 
76,MODS17,Role Relationship - Name MODS A Resource,[Role Relationship [P]] [Role Relationship - Name [P]] [MODS - Role Relationship [C]] [Role Relationship -  Role [P]]  [MODS - A  MODS Resource [C]] 
77,MODS2,subject Name name Principal MODS - A Resource Publisher,[subject Name [P]] [name [P]] [name Principal [P]]  [MODS - A  MODS Resource [C]] [Publisher [P]] 
78,MODS12,Part - Unit part End List Name Start Detail Type MODS A Resource Number,[Part - Unit [P]] [part [P]] [part End [P]] [part List [P]] [part Name [P]] [part Start [P]] [Part [C]] [part Detail Type [P]] [MODS - A  MODS Resource [C]] [part Number [P]] [Part - Type [P]] 
79,MODS22,Subject - Occupation MODS A Resource,[Subject - Occupation [P]] [MODS - A  MODS Resource [C]]  
80,MODS6,genre Subject - Genre MODS A Resource Form,[genre [P]] [Subject - Genre Subject [P]] [MODS - A  MODS Resource [C]]  
81,MODS16,Classification Group - Scheme Value MODS A Resource,[Classification Group - Scheme [P]] [Classification Group - Value [P]] [Classification Group [P]] [MODS - Classification Group [C]] [MODS - A  MODS Resource [C]] 
82,MODS3,title Title - Uniform Principal Subject MODS A Resource,[title [P]] [Title - Uniform [P]] [Title - Principal [P]] [Subject - Title [P]]  [MODS - A  MODS Resource [C]] 
83,MODS13,part Level Total Part,[part Level [P]] [part Total [P]] [Part [C]] 
84,MODS8,abstract digital Origin Table of Contents identifier Access Condition MODS - A Resource target Audience Physical Form,[abstract [P]] [digital Origin [P]] [Table of Contents [P]] [identifier [P]] [Access Condition [P]] [MODS - A  MODS Resource [C]] [target Audience [P]] [Physical Form [P]] 
85,MODS18,Note Group NoteGroup - Type MODS Typed Value A Resource,[Note  Group [P]] [NoteGroup - Type [P]] [MODS - Note Typed [C]] [NoteGroup - Value [P]] [MODS - A  MODS Resource [C]] 
86,MODS9,Record Description Standard admin Metadata MODS - A Resource Admin Origin Content Source record Identifier,[Record Description Standard [P]] [admin Metadata [P]] [MODS - A  MODS Resource [C]]  [Record Origin [P]] [Record Content Source [P]] [record Identifier [P]] 
87,MODS19,Subject - Hierarchical Geographic MODS A Resource,[Subject -  Hierarchical Geographic  [P]] [MODS - A  MODS Resource [C]]  
88,OAENTRY2,has former work Influence conceived,[has former work [P]]  [has conceived [P]] 
89,OAENTRY1,is Described By conceived by means of Influence former work,[is Described By [P]] [is conceived by means of [P]]  [is former work of [P]] 
90,inferred_CIDOC-CRM60,was born brought into life Person died in Death father for from by mother has parent Birth death of gave birth is,[was born [P]] [brought into life [P]] [Person [C]] [died in [P]] [Death [C]] [was father for [P]] [from father [P]] [by mother [P]] [has parent [P]] [Birth [C]] [was death of [P]] [gave birth [P]] [is parent of [P]] 
91,inferred_CIDOC-CRM48,was observed in is dimension of maximum duration Thing Dimension Measurement had at most Time-Span least has minimum,[was observed in [P]] [is dimension of [P]] [was maximum duration of [P]] [Thing [C]] [Dimension [C]] [Measurement [C]] [had at most duration [P]] [Time-Span [C]] [had at least duration [P]] [has dimension [P]] [was minimum duration of [P]] 
92,inferred_CIDOC-CRM54,assigned Identifier Assignment was deassigned by,[assigned [P]] [Identifier Assignment [C]] [was deassigned by [P]] [was assigned by [P]] [Identifier [C]] 
93,inferred_CIDOC-CRM32,Destruction was destroyed by Physical Thing,[Destruction [C]] [was destroyed by [P]] [Physical Thing [C]] [destroyed [P]] 
94,inferred_CIDOC-CRM51,has temporal projection Time-Span during falls within Spacetime Volume Presence contains,[has temporal projection [P]] [Time-Span [C]] [during [P]] [falls within [P]] [Spacetime Volume [C]] [Presence [C]] [contains [P]] 
95,inferred_CIDOC-CRM37,was measured by observed dimension Dimension Measurement CRM Entity,[was measured by [P]] [observed dimension [P]] [Dimension [C]] [Measurement [C]] [measured [P]] [CRM Entity [C]] 
96,inferred_CIDOC-CRM61,has created identifies Conceptual Object was by is identified Creation Appellation,[has created [P]] [identifies [P]] [Conceptual Object [C]] [was created by [P]] [is identified by [P]] [Creation [C]] [Conceptual Object Appellation [C]] 
97,inferred_CIDOC-CRM49,is unit of Measurement Unit has Dimension,[is unit of [P]] [Measurement Unit [C]] [has unit [P]] [Dimension [C]] 
98,inferred_CIDOC-CRM55,Identifier Assignment has preferred identifier CRM Entity is of deassigned,[Identifier Assignment [C]] [has preferred identifier [P]] [CRM Entity [C]] [is preferred identifier of [P]] [Identifier [C]] [deassigned [P]] 
99,inferred_CIDOC-CRM33,was influenced by classified motivated Type CRM Entity Assignment Activity is exemplified,[was influenced by [P]] [classified [P]] [influenced [P]] [was motivated by [P]] [Type [C]] [CRM Entity [C]] [Type Assignment [C]] [Activity [C]] [is exemplified by [P]] 
100,inferred_CIDOC-CRM50,begin of the end Time-Span,[begin of the begin [P]] [end of the end [P]] [end of the begin [P]] [begin of the end [P]] [Time-Span [C]] 
101,inferred_CIDOC-CRM36,was created by Type CRM Entity based on type Creation supported creation,[was created by [P]] [Type [C]] [CRM Entity [C]] [was based on [P]] [created type [P]] [Type Creation [C]] [supported type creation [P]] 
102,inferred_CIDOC-CRM62,is translation of has Language Linguistic Object language,[is translation of [P]] [has translation [P]] [Language [C]] [Linguistic Object [C]] [is language of [P]] [has language [P]] 
103,inferred_CIDOC-CRM56,Physical Thing Identifier Assignment carries is composed of was used in forms part carried by constituent Symbolic Object,[Physical Thing [C]] [Identifier Assignment [C]] [carries [P]] [is composed of [P]] [was used in [P]] [forms part of [P]] [is carried by [P]] [used constituent [P]] [Symbolic Object [C]] 
104,inferred_CIDOC-CRM18,at was a presence of place Time-Span had Spacetime Volume Place Presence time-span,[at [P]] [was a presence of [P]] [was place of [P]] [Time-Span [C]] [had presence [P]] [Spacetime Volume [C]] [Place [C]] [Presence [C]] [was time-span of [P]] 
105,inferred_CIDOC-CRM30,Physical Thing forms part of has condition consists is Condition State,[Physical Thing [C]] [forms part of [P]] [has condition [P]] [consists of [P]] [is condition of [P]] [Condition State [C]] 
106,inferred_CIDOC-CRM29,Physical Thing concerned Condition Assessment was assessed by identified State has,[Physical Thing [C]] [concerned [P]] [Condition Assessment [C]] [was assessed by [P]] [was identified by [P]] [Condition State [C]] [has identified [P]] 
107,inferred_CIDOC-CRM53,identifies is identified by Time-Span Time Appellation,[identifies [P]] [is identified by [P]] [Time-Span [C]] [Time Appellation [C]] 
108,inferred_CIDOC-CRM9,Physical Thing Acquisition changed ownership through transferred title to from Actor surrendered acquired,[Physical Thing [C]] [Acquisition [C]] [changed ownership through [P]] [transferred title to [P]] [transferred title from [P]] [Actor [C]] [surrendered title through [P]] [acquired title through [P]] 
109,inferred_CIDOC-CRM35,is about Propositional Object component of has subject refers to CRM Entity referred by,[is about [P]] [Propositional Object [C]] [is component of [P]] [has component [P]] [is subject of [P]] [refers to [P]] [CRM Entity [C]] [is referred to by [P]] 
110,inferred_CIDOC-CRM19,moved from by was destination of to Move Physical Object Place origin,[moved from [P]] [moved by [P]] [was destination of [P]] [moved to [P]] [Move [C]] [Physical Object [C]] [Place [C]] [was origin of [P]] 
111,inferred_CIDOC-CRM57,Symbolic Object Information incorporates is incorporated in,[Symbolic Object [C]] [Information Object [C]] [incorporates [P]] [is incorporated in [P]] 
112,inferred_CIDOC-CRM31,Section Definition defines section Physical Thing has definition,[Section Definition [C]] [defines section [P]] [Physical Thing [C]] [has section definition [P]] 
113,inferred_CIDOC-CRM28,Physical Thing Acquisition Actor Place has former or current owner is keeper of provides reference space for transferred custody occupied by Period location section took place on within through title occupies located Transfer Custody forms part at rest relative to composed,[Physical Thing [C]] [Acquisition [C]] [Actor [C]] [Place [C]] [has former or current owner [P]] [is current keeper of [P]] [has current owner [P]] [provides reference space for [P]] [is former or current owner of [P]] [has current keeper [P]] [transferred custody of [P]] [is occupied by [P]] [Period [C]] [is former or current keeper of [P]] [has former or current location [P]] [has section [P]] [took place on or within [P]] [custody transferred through [P]] [transferred title of [P]] [occupies [P]] [is located on or within [P]] [has former or current keeper [P]] [Transfer of Custody [C]] [is former or current location of [P]] [forms part of [P]] [is at rest relative to [P]] [is current owner of [P]] [is composed of [P]] 
114,inferred_CIDOC-CRM8,has right on Legal Object applies to Actor Right held by,[has right on [P]] [Legal Object [C]] [applies to [P]] [Actor [C]] [Right [C]] [right held by [P]] 
115,inferred_CIDOC-CRM52,has note beginning is qualified by number of parts Dimension place defined ongoing throughout end Time-Span value at some time within CRM Entity Physical Object Place,[has note [P]] [beginning is qualified by [P]] [has number of parts [P]] [Dimension [C]] [place is defined by  [P]] [ongoing throughout [P]] [end is qualified by [P]] [Time-Span [C]] [has value [P]] [at some time within [P]] [CRM Entity [C]] [Physical Object [C]] [Place [C]] 
116,inferred_CIDOC-CRM34,assigned attribute to CRM Entity was attributed by Attribute Assignment,[assigned [P]] [assigned attribute to [P]] [CRM Entity [C]] [was attributed by [P]] [Attribute Assignment [C]] [was assigned by [P]] 
117,inferred_CIDOC-CRM47,Physical Thing diminished was removed by Part Removal Man-Made,[Physical Thing [C]] [diminished [P]] [was removed by [P]] [Part Removal [C]] [Physical Man-Made Thing [C]] [was diminished by [P]] [removed [P]] 
118,inferred_CIDOC-CRM21,exemplifies Type has type CRM Entity defines typical parts of is Activity wholes for narrower term used object general technique broader,[exemplifies [P]] [Type [C]] [has type [P]] [CRM Entity [C]] [defines typical parts of [P]] [is type of [P]] [Activity [C]] [defines typical wholes for [P]] [has narrower term [P]] [used object of type [P]] [used general technique [P]] [has broader term [P]] 
119,inferred_CIDOC-CRM1,custody received by surrendered through Transfer of Custody Actor,[custody received by [P]] [surrendered custody through [P]] [received custody through [P]] [Transfer of Custody [C]] [Actor [C]] [custody surrendered by [P]] 
120,inferred_CIDOC-CRM15,has current location permanent is of Move Physical Object moved Place currently holds,[has current location [P]] [has current permanent location [P]] [is current permanent location of [P]] [Move [C]] [Physical Object [C]] [moved [P]] [Place [C]] [currently holds [P]] 
121,inferred_CIDOC-CRM42,Modification Physical Thing employed is incorporated in Material consists of,[Modification [C]] [Physical Thing [C]] [employed [P]] [is incorporated in [P]] [Material [C]] [consists of [P]] 
122,inferred_CIDOC-CRM24,Title is title of has Man-Made Thing,[Title [C]] [is title of [P]] [has title [P]] [Man-Made Thing [C]] 
123,inferred_CIDOC-CRM38,identifies has alternative form CRM Entity is identified by Appellation,[identifies [P]] [has alternative form [P]] [CRM Entity [C]] [is identified by [P]] [Appellation [C]] 
124,inferred_CIDOC-CRM10,curated was by Curation Activity Actor has current or former curator is of Collection,[curated [P]] [was curated by [P]] [Curation Activity [C]] [Actor [C]] [has current or former curator [P]] [is current or former curator of [P]] [Collection [C]] 
125,inferred_CIDOC-CRM4,Formation was formed by participated in Group has from,[Formation [C]] [was formed by [P]] [participated in [P]] [Group [C]] [has formed [P]] [was formed from [P]] 
126,inferred_CIDOC-CRM46,Physical Thing added Part Addition was augmented by Man-Made,[Physical Thing [C]] [added [P]] [Part Addition [C]] [was augmented by [P]] [was added by [P]] [Physical Man-Made Thing [C]] [augmented [P]] 
127,inferred_CIDOC-CRM20,Physical Thing witnessed consists of forms part Period Place took place at,[Physical Thing [C]] [witnessed [P]] [witnessed [P]] [consists of [P]] [forms part of [P]] [Period [C]] [Place [C]] [took place at [P]] 
128,inferred_CIDOC-CRM14,Place Appellation identifies is identified by,[Place Appellation [C]] [identifies [P]] [Place [C]] [is identified by [P]] 
129,inferred_CIDOC-CRM43,depicts is depicted by was produced CRM Entity Production has Physical Man-Made Thing,[depicts [P]] [is depicted by [P]] [was produced by [P]] [CRM Entity [C]] [Production [C]] [has produced [P]] [Physical Man-Made Thing [C]] 
